"Rank","","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","","Team","#","POS","S","OFF","OFF%","Run","Pass","RBLK","PBLK","OFF GRD","PASS GRD","REC GRD","RUSH GRD","PBLK GRD","RBLK GRD","KEY","PEN"
"","","145975","","406398","","Luke Voorhees","boise-state-broncos","BOISE ST","96","TE","2024","121","0.001","0","22","83","16","59.5","","42.5","","71.5","64.2","21","0-0"
"","","145981","","361952","","Colt Fulton","boise-state-broncos","BOISE ST","15","QB","2024","1","0","1","0","0","0","60","","","60","","","0","0-0"
"","","145984","","360394","","Seyi Oladipo","boise-state-broncos","BOISE ST","D23","S","2024","1","0","0","0","1","0","60","","","","","60","0","0-0"
"","","145989","","391092","","Ben Ford","boise-state-broncos","BOISE ST","82","WR","2024","68","0.0006","0","29","39","0","62.6","","62.5","","","60.5","4","0-0"
"","","145991","","387248","","Mason Randolph","boise-state-broncos","BOISE ST","63","C","2024","223","0.0019","0","0","109","114","64.7","","","","57.7","64.2","45","0-0"
"","","145992","","387243","","Matt Lauter","boise-state-broncos","BOISE ST","85","TE","2024","731","0.0062","0","330","350","51","61.9","","74.1","","33.3","40.8","156","1-0"
"","","145993","","387236","","Mason Hutton","boise-state-broncos","BOISE ST","S42","LS","2024","2","0","0","0","1","1","60","","","","63.8","60","0","0-0"
"","","146019","","360257","","Giles Pooler","colorado-state-rams","COLO STATE","12","QB","2024","1","0","1","0","0","0","60","","","60","","","0","0-0"
"","","146020","","360781","","Jack Howell","colorado-state-rams","COLO STATE","D17","S","2024","1","0","0","0","1","0","60","","","","","60","0","0-0"
"","","146022","","396997","","Clay Nanke","wyoming-cowboys","WYOMING","85","TE","2024","57","0.0005","0","33","21","3","65.9","","66","","72.3","57.8","9","0-0"
"","","146024","","393432","","Sammy Norris","unlv-rebels","UNLV","60","G","2024","32","0.0003","0","1","28","3","61.6","","59.8","","83.8","60.6","11","0-0"
"","","146025","","361695","","Gerick Robinson","nevada-wolf-pack","NEVADA","14","WR","2024","10","0.0001","0","2","8","0","57.4","","57.6","","","60.8","0","0-0"
